읍면동별 세대원수별 세대수,,,,,,,,,,,,,,
2016년 12월,,,,,,,,,,,,,,
행정기관코드,시도,시군구,읍면동,전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대이상
1153056000,서울특별시,구로구,구로제5동,14220,6236,2737,2367,2163,529,135,32,15,3,3
1153059500,서울특별시,구로구,가리봉동,6141,3793,1100,626,457,125,31,7,0,0,2
1153072000,서울특별시,구로구,고척제1동,9620,2722,2072,2003,2186,480,124,25,5,3,0
1153073000,서울특별시,구로구,고척제2동,11683,3545,2421,2451,2472,599,157,32,5,1,0
1153074000,서울특별시,구로구,개봉제1동,14090,4514,3181,2798,2681,724,151,29,8,4,0
1153075000,서울특별시,구로구,개봉제2동,12856,3122,3025,2998,2776,705,173,45,8,1,3
1153076000,서울특별시,구로구,개봉제3동,8473,2282,1974,1898,1766,430,99,20,3,1,0
1153077000,서울특별시,구로구,오류제1동,9594,4044,2011,1636,1375,410,89,21,4,0,4
1153078000,서울특별시,구로구,오류제2동,16501,4017,3712,3470,3805,1160,251,57,19,4,6
1153079000,서울특별시,구로구,수궁동,9711,2487,2281,2180,2033,567,126,28,5,3,1
1154500000,서울특별시,금천구,,104483,42887,21511,18199,16485,4099,980,222,59,25,16
1154551000,서울특별시,금천구,가산동,11771,7832,1646,1122,907,196,57,8,3,0,0
1154561000,서울특별시,금천구,독산제1동,15948,7451,2938,2408,2343,600,161,27,10,3,7
1154562000,서울특별시,금천구,독산제2동,9466,3782,2023,1767,1450,339,81,19,2,2,1
1154563000,서울특별시,금천구,독산제3동,12115,5223,2573,2085,1699,415,94,18,6,2,0
1154564000,서울특별시,금천구,독산제4동,7696,3087,1677,1407,1166,262,70,21,3,2,1
1154567000,서울특별시,금천구,시흥제1동,15334,5618,3401,2844,2659,633,128,42,2,3,4
1154568000,서울특별시,금천구,시흥제2동,8590,1913,1889,1915,2112,548,151,46,9,6,1
1154569000,서울특별시,금천구,시흥제3동,4775,1363,1140,1047,910,247,47,13,6,1,1
1154570000,서울특별시,금천구,시흥제4동,9104,2935,2023,1829,1737,447,101,14,13,5,0
1154571000,서울특별시,금천구,시흥제5동,9684,3683,2201,1775,1502,412,90,14,5,1,1
1156000000,서울특별시,영등포구,,165729,70252,32240,28582,26402,6243,1442,388,100,50,30
1156051500,서울특별시,영등포구,영등포본동,10333,4314,1980,1861,1684,399,65,21,6,2,1
1156053500,서울특별시,영등포구,영등포동,12967,9338,1511,987,836,216,54,16,5,1,3
1156054000,서울특별시,영등포구,여의동,12531,3156,2696,2892,2906,640,168,42,17,9,5
1156055000,서울특별시,영등포구,당산제1동,9733,4471,1947,1545,1321,335,79,23,6,4,2
1156056000,서울특별시,영등포구,당산제2동,16551,7637,2776,2709,2663,574,131,42,14,3,2
1156058500,서울특별시,영등포구,도림동,9364,4195,2016,1557,1211,294,72,14,4,1,0
1156060500,서울특별시,영등포구,문래동,12168,3530,2477,2673,2679,607,158,30,6,6,2
1156061000,서울특별시,영등포구,양평제1동,7832,3379,1612,1401,1100,259,55,20,5,1,0
1156062000,서울특별시,영등포구,양평제2동,9209,3301,1761,1776,1859,373,100,30,6,2,1
1156063000,서울특별시,영등포구,신길제1동,10061,5382,1887,1381,1050,273,65,13,6,2,2
1156065000,서울특별시,영등포구,신길제3동,7148,2730,1454,1332,1252,296,59,16,3,6,0
1156066000,서울특별시,영등포구,신길제4동,4652,1890,1034,807,685,188,36,10,1,1,0
1156067000,서울특별시,영등포구,신길제5동,5659,2336,1218,1010,804,219,53,13,1,2,3
1156068000,서울특별시,영등포구,신길제6동,8574,3387,1717,1535,1442,379,83,19,5,4,3
1156069000,서울특별시,영등포구,신길제7동,5011,1662,873,892,1232,290,44,16,1,0,1
1156070000,서울특별시,영등포구,대림제1동,6511,2726,1411,1112,944,247,52,11,3,2,3
1156071000,서울특별시,영등포구,대림제2동,6633,3022,1528,1036,785,192,42,22,5,1,0
1156072000,서울특별시,영등포구,대림제3동,10792,3796,2342,2076,1949,462,126,30,6,3,2
1159000000,서울특별시,동작구,,172506,66694,35226,31402,29704,7141,1706,440,128,43,22
1159051000,서울특별시,동작구,노량진제1동,14443,5833,2925,2550,2303,630,148,39,8,6,1
1159052000,서울특별시,동작구,노량진제2동,7111,3702,1415,972,778,182,47,7,6,1,1
1159053000,서울특별시,동작구,상도제1동,20774,8888,3746,3669,3462,784,158,47,11,4,5
1159054000,서울특별시,동작구,상도제2동,11889,4669,2439,2086,2091,467,109,18,9,1,0
1159055000,서울특별시,동작구,상도제3동,11006,4154,2388,2112,1731,454,117,35,9,3,3
1159056000,서울특별시,동작구,상도제4동,12599,4285,2899,2550,2186,544,103,27,3,0,2
1159060500,서울특별시,동작구,흑석동,14144,5452,2829,2639,2439,597,146,29,6,6,1
1159062000,서울특별시,동작구,사당제1동,11681,5817,2456,1724,1285,291,72,19,10,4,3
1159063000,서울특별시,동작구,사당제2동,12115,3905,2821,2520,2171,517,132,38,7,3,1
1159064000,서울특별시,동작구,사당제3동,9754,3137,2136,1932,1912,440,137,43,11,4,2
1159065000,서울특별시,동작구,사당제4동,6543,2513,1471,1210,1045,243,43,13,5,0,0
1159065100,서울특별시,동작구,사당제5동,5667,2105,1183,1132,943,237,49,14,4,0,0
1159066000,서울특별시,동작구,대방동,16137,5640,3029,2861,3502,815,207,50,23,8,2
1159067000,서울특별시,동작구,신대방제1동,9860,3231,1902,1878,2163,523,127,27,7,1,1
1159068000,서울특별시,동작구,신대방제2동,8783,3363,1587,1567,1693,417,111,34,9,2,0
1162000000,서울특별시,관악구,,251955,128682,46565,35590,30917,7735,1827,459,108,36,36
1162052500,서울특별시,관악구,보라매동,11444,4744,2462,2000,1699,418,96,19,2,0,4
1162054500,서울특별시,관악구,청림동,6644,1919,1511,1480,1343,297,65,18,6,1,4
1162056500,서울특별시,관악구,성현동,12867,3424,2892,2788,2878,678,156,39,7,3,2
1162057500,서울특별시,관악구,행운동,16034,9144,2773,1948,1625,405,104,26,5,2,2
1162058500,서울특별시,관악구,낙성대동,10381,6884,1479,958,772,214,53,13,5,1,2
1162059500,서울특별시,관악구,청룡동,16596,10903,2415,1499,1306,358,88,20,4,2,1
1162060500,서울특별시,관악구,은천동,15021,5537,3151,2883,2637,630,135,34,8,3,3
1162061500,서울특별시,관악구,중앙동,8206,4823,1452,929,743,200,42,12,2,2,1
1162062500,서울특별시,관악구,인헌동,13542,6736,2560,1965,1715,411,118,31,5,1,0
1162063000,서울특별시,관악구,남현동,8787,4064,1741,1355,1212,323,62,19,7,1,3
1162064500,서울특별시,관악구,서원동,12596,7158,2390,1567,1101,288,66,21,3,1,1
1162065500,서울특별시,관악구,신원동,9657,4865,2092,1378,1012,227,60,14,4,3,2
1162066500,서울특별시,관악구,서림동,14063,8729,2169,1507,1218,335,72,21,9,0,3
1162068500,서울특별시,관악구,신사동,12079,6494,2241,1604,1319,327,67,23,3,0,1
1162069500,서울특별시,관악구,신림동,14798,11533,1875,736,488,128,31,5,1,1,0
1162071500,서울특별시,관악구,난향동,6409,1746,1402,1376,1408,355,90,24,3,2,3
1162072500,서울특별시,관악구,조원동,9701,5495,1753,1184,974,211,57,18,6,3,0
1162073500,서울특별시,관악구,대학동,14793,10537,1707,1229,983,252,69,12,2,2,0
1162074500,서울특별시,관악구,삼성동,11696,4376,2606,2090,1938,515,133,26,8,3,1
1162076500,서울특별시,관악구,미성동,13772,4915,2913,2636,2487,639,139,31,9,3,0
1162077500,서울특별시,관악구,난곡동,12869,4656,2981,2478,2059,524,124,33,9,2,3
1165000000,서울특별시,서초구,,173970,54948,33198,34701,38514,9480,2248,602,180,53,46
1165051000,서울특별시,서초구,서초1동,8954,3569,1602,1592,1583,441,119,38,8,2,0
1165052000,서울특별시,서초구,서초2동,8565,3078,1592,1615,1774,370,101,28,4,2,1
1165053000,서울특별시,서초구,서초3동,12163,4435,2338,2177,2326,613,210,34,18,4,8
1165053100,서울특별시,서초구,서초4동,9707,1911,1618,2232,3133,607,145,48,6,5,2
1165054000,서울특별시,서초구,잠원동,13804,4526,2537,2831,3116,602,130,43,13,3,3
1165055000,서울특별시,서초구,반포본동,4244,680,747,994,1454,298,54,13,2,1,1
1165056000,서울특별시,서초구,반포1동,13501,6240,2071,2070,2356,591,120,39,8,6,0
1165057000,서울특별시,서초구,반포2동,7566,1150,1344,1820,2457,614,141,25,7,3,5
1165058000,서울특별시,서초구,반포3동,6622,1299,1160,1694,1976,393,72,21,3,2,2
1165058100,서울특별시,서초구,반포4동,7286,1765,1422,1736,1803,417,94,31,11,6,1
1165059000,서울특별시,서초구,방배본동,7878,2067,1429,1672,2015,502,137,31,17,3,5
1165060000,서울특별시,서초구,방배1동,7201,2617,1529,1377,1285,276,93,14,6,2,2
1165061000,서울특별시,서초구,방배2동,11044,3531,2460,2198,2167,531,97,43,11,2,4
1165062000,서울특별시,서초구,방배3동,9008,2408,1889,1926,2142,508,98,25,12,0,0
1165062100,서울특별시,서초구,방배4동,10343,3365,2047,2007,2185,568,123,28,13,4,3
1165065100,서울특별시,서초구,양재1동,18048,5401,3723,3522,3678,1293,318,85,19,6,3
1165065200,서울특별시,서초구,양재2동,10873,4975,2104,1632,1565,466,89,28,10,1,3
1165066000,서울특별시,서초구,내곡동,7163,1931,1586,1606,1499,390,107,28,12,1,3
1168000000,서울특별시,강남구,,234080,87495,42282,42456,47357,10976,2528,669,195,79,43
1168051000,서울특별시,강남구,신사동,7644,2939,1497,1348,1398,329,84,30,10,7,2
1168052100,서울특별시,강남구,논현1동,14246,9015,2426,1384,994,316,77,19,10,1,4
1168053100,서울특별시,강남구,논현2동,11027,5488,2123,1652,1327,319,82,22,11,0,3
1168054500,서울특별시,강남구,압구정동,10788,2985,2321,2378,2364,539,146,34,14,6,1
1168056500,서울특별시,강남구,청담동,12237,4238,2321,2423,2435,588,151,49,18,11,3
1168058000,서울특별시,강남구,삼성1동,5794,1817,1092,1183,1271,297,96,25,7,4,2
1168059000,서울특별시,강남구,삼성2동,13322,5624,2167,2307,2499,543,137,30,12,1,2
1168060000,서울특별시,강남구,대치1동,7237,593,851,1788,3157,682,118,38,5,4,1
1168061000,서울특별시,강남구,대치2동,13656,2398,1975,3151,4934,943,197,40,13,4,1
1168063000,서울특별시,강남구,대치4동,10026,5050,1581,1395,1535,349,92,14,9,1,0
1168064000,서울특별시,강남구,역삼1동,22275,15369,3268,1822,1279,383,112,33,7,1,1
1168065000,서울특별시,강남구,역삼2동,14955,5871,2262,2701,3235,657,151,44,16,6,12
1168065500,서울특별시,강남구,도곡1동,8490,2385,1451,1840,2214,437,109,36,8,8,2
1168065600,서울특별시,강남구,도곡2동,11970,2299,2196,2980,3561,742,147,29,10,5,1
1168066000,서울특별시,강남구,개포1동,8227,2366,1828,1735,1771,415,77,29,4,2,0
1168067000,서울특별시,강남구,개포2동,8319,2449,1569,1716,2084,416,67,10,5,2,1
1168069000,서울특별시,강남구,개포4동,7630,2902,1354,1399,1489,383,75,20,3,2,3
1168070000,서울특별시,강남구,세곡동,16248,4539,3240,3103,3622,1281,341,94,18,7,3
1168072000,서울특별시,강남구,일원본동,8319,1556,1342,1964,2782,545,95,25,7,2,1
1168073000,서울특별시,강남구,일원1동,7387,2741,1704,1361,1151,331,78,17,3,1,0
1168074000,서울특별시,강남구,일원2동,6550,1935,1487,1403,1384,276,48,15,1,1,0
1168075000,서울특별시,강남구,수서동,7733,2936,2227,1423,871,205,48,16,4,3,0
1171000000,서울특별시,송파구,,258382,81256,50740,52635,57002,12953,2832,669,211,43,41
1171051000,서울특별시,송파구,풍납1동,7316,2690,1628,1402,1218,291,68,12,5,0,2
1171052000,서울특별시,송파구,풍납2동,10314,3455,1976,2094,2172,475,110,25,4,3,0
1171053100,서울특별시,송파구,거여1동,5572,1616,1115,1128,1284,323,85,16,3,1,1
1171053200,서울특별시,송파구,거여2동,7891,2549,1780,1585,1526,347,82,14,4,0,4
1171054000,서울특별시,송파구,마천1동,9435,3366,2031,1740,1638,525,106,20,8,1,0
1171055000,서울특별시,송파구,마천2동,8501,2785,1917,1670,1590,389,117,24,5,0,4
1171056100,서울특별시,송파구,방이1동,5969,1631,1109,1189,1576,346,82,22,9,3,2
1171056200,서울특별시,송파구,방이2동,11820,5431,2294,2034,1596,354,90,17,3,0,1
1171056600,서울특별시,송파구,오륜동,6005,596,903,1565,2290,514,104,23,7,0,3
1171057000,서울특별시,송파구,오금동,13760,3604,2855,3014,3298,765,163,49,10,2,0
1171058000,서울특별시,송파구,송파1동,11953,5127,2444,2040,1754,456,96,21,8,5,2
1171059000,서울특별시,송파구,송파2동,7377,1389,1385,1733,2188,515,117,39,6,3,2
1171060000,서울특별시,송파구,석촌동,16281,7354,3361,2631,2240,532,122,28,11,1,1
1171061000,서울특별시,송파구,삼전동,15703,7183,3120,2495,2241,520,106,25,6,3,4
1171062000,서울특별시,송파구,가락본동,11217,3727,2172,2243,2387,547,107,24,6,2,2
1171063100,서울특별시,송파구,가락1동,382,165,53,63,74,22,4,1,0,0,0
1171063200,서울특별시,송파구,가락2동,12066,2523,2199,2786,3546,775,172,41,22,1,1
1171064100,서울특별시,송파구,문정1동,8333,2513,1667,1741,1860,417,98,24,10,2,1
1171064200,서울특별시,송파구,문정2동,10709,4644,2044,1648,1804,426,95,30,13,3,2
1171064600,서울특별시,송파구,장지동,13296,3384,2881,3012,2984,816,172,30,14,2,1
1171064700,서울특별시,송파구,위례동,5711,1070,958,1222,1803,520,108,23,6,1,0
1171065000,서울특별시,송파구,잠실본동,14270,6937,2729,2142,1867,452,106,28,7,1,1
1171067000,서울특별시,송파구,잠실2동,12109,2073,1738,3061,4401,682,117,23,10,3,1
1171068000,서울특별시,송파구,잠실3동,12567,2209,2383,3190,3877,727,136,29,12,2,2
1171069000,서울특별시,송파구,잠실4동,10379,1740,2054,2806,2987,608,142,27,11,2,2
1171071000,서울특별시,송파구,잠실6동,5947,979,1212,1535,1708,386,80,36,9,0,2
1171072000,서울특별시,송파구,잠실7동,3499,516,732,866,1093,223,47,18,2,2,0
1174000000,서울특별시,강동구,,177460,57735,36052,35621,36625,8888,1929,430,114,42,24
1174051500,서울특별시,강동구,강일동,11438,2164,2294,2322,3164,1205,234,48,3,2,2
1174052000,서울특별시,강동구,상일동,4670,1212,909,1033,1188,264,38,16,7,1,2
1174053000,서울특별시,강동구,명일제1동,8191,1926,1468,1897,2271,488,109,25,4,2,1
1174054000,서울특별시,강동구,명일제2동,5967,959,983,1312,2127,467,85,19,9,6,0
1174055000,서울특별시,강동구,고덕제1동,5512,1160,944,1265,1604,419,94,17,4,2,3
1174056000,서울특별시,강동구,고덕제2동,3776,1534,788,679,587,140,38,6,2,0,2
1174057000,서울특별시,강동구,암사제1동,15880,5782,3370,3010,2842,653,170,38,11,2,2
1174058000,서울특별시,강동구,암사제2동,6023,1776,1232,1292,1389,262,56,12,1,2,1
1174059000,서울특별시,강동구,암사제3동,6313,987,1105,1641,2012,429,97,23,13,2,4
1174060000,서울특별시,강동구,천호제1동,12605,4713,2742,2471,2035,492,121,21,7,2,1
1174061000,서울특별시,강동구,천호제2동,16737,7578,3493,2739,2266,492,130,27,9,2,1
1174062000,서울특별시,강동구,천호제3동,12088,5595,2528,1939,1473,412,108,21,8,3,1
1174064000,서울특별시,강동구,성내제1동,7943,2140,1706,1764,1790,437,77,20,7,2,0
1174065000,서울특별시,강동구,성내제2동,11911,5231,2684,1986,1540,360,84,19,4,3,0
1174066000,서울특별시,강동구,성내제3동,10203,3567,2193,2061,1830,446,79,16,6,3,2
1174068500,서울특별시,강동구,길동,21014,7313,4254,4238,3911,982,233,62,14,6,1
1174069000,서울특별시,강동구,둔촌제1동,6339,1059,1204,1617,2034,358,53,11,3,0,0
1174070000,서울특별시,강동구,둔촌제2동,10850,3039,2155,2355,2562,582,123,29,2,2,1
2600000000,부산광역시,,,1451270,490809,333878,282985,257900,65796,15007,3507,875,274,239
2611000000,부산광역시,중구,,23282,11865,5153,3250,2140,622,188,48,7,3,6
2611051000,부산광역시,중구,중앙동,1106,708,193,109,76,14,4,1,0,0,1
2611052000,부산광역시,중구,동광동,1981,1216,393,218,107,33,12,2,0,0,0
2611053000,부산광역시,중구,대청동,3544,1626,830,544,378,125,30,7,1,1,2
2611054500,부산광역시,중구,보수동,5707,2704,1341,860,580,161,43,14,3,0,1
2611056000,부산광역시,중구,부평동,2822,1514,631,369,215,59,28,6,0,0,0
2611057000,부산광역시,중구,광복동,733,431,144,85,48,19,4,1,1,0,0
2611058000,부산광역시,중구,남포동,746,500,124,68,34,12,6,2,0,0,0
2611059000,부산광역시,중구,영주제1동,2750,1548,561,331,221,63,19,4,1,1,1
2611060000,부산광역시,중구,영주제2동,3893,1618,936,666,481,136,42,11,1,1,1
2614000000,부산광역시,서구,,52497,22786,12266,8501,6381,1881,511,115,31,11,14
2614051000,부산광역시,서구,동대신제1동,2333,975,582,358,303,96,14,5,0,0,0
2614052000,부산광역시,서구,동대신제2동,3818,1368,1032,678,526,157,40,15,2,0,0
2614053000,부산광역시,서구,동대신제3동,3353,1472,761,535,403,138,37,4,2,1,0
2614054000,부산광역시,서구,서대신제1동,4976,2027,1208,849,639,187,54,10,1,1,0
2614056000,부산광역시,서구,서대신제3동,3424,894,800,729,729,185,66,14,4,2,1
2614057000,부산광역시,서구,서대신제4동,2690,659,619,588,595,168,39,14,4,1,3
2614059000,부산광역시,서구,부민동,3879,1803,791,586,512,142,34,7,4,0,0
2614061500,부산광역시,서구,아미동,4504,2328,1040,583,396,111,33,8,1,1,3
2614063000,부산광역시,서구,초장동,2924,1528,666,396,230,72,26,3,3,0,0
2614064000,부산광역시,서구,충무동,4691,2502,986,638,400,125,30,7,2,1,0
2614065000,부산광역시,서구,남부민제1동,2811,1440,667,381,225,68,23,5,1,1,0
2614066000,부산광역시,서구,남부민제2동,5423,2355,1413,898,534,162,48,9,3,1,0
2614068000,부산광역시,서구,암남동,7671,3435,1701,1282,889,270,67,14,4,2,7
2617000000,부산광역시,동구,,43036,19275,10211,6664,5004,1387,384,75,21,6,9
2617051000,부산광역시,동구,초량제1동,2758,1435,615,341,259,77,27,3,1,0,0
2617052000,부산광역시,동구,초량제2동,3292,1637,779,447,307,90,28,3,1,0,0
2617053000,부산광역시,동구,초량제3동,3263,1861,601,394,295,84,19,8,1,0,0
2617055000,부산광역시,동구,초량제6동,3481,1455,896,554,397,129,43,5,2,0,0
2617056000,부산광역시,동구,수정제1동,2193,859,519,394,331,67,17,5,1,0,0
2617057000,부산광역시,동구,수정제2동,4364,1881,1085,710,498,135,38,11,4,1,1
2617059000,부산광역시,동구,수정제4동,2476,1185,610,357,233,67,18,2,2,1,1
2617060000,부산광역시,동구,수정제5동,2964,1155,741,526,392,114,27,6,2,1,0
2617064500,부산광역시,동구,좌천동,5290,2006,1355,959,704,207,45,12,0,2,0
2617065000,부산광역시,동구,범일제1동,6217,2610,1563,988,759,205,70,11,4,1,6
2617066000,부산광역시,동구,범일제2동,4396,1994,912,707,586,149,35,9,3,0,1
2617068000,부산광역시,동구,범일제5동,2342,1197,535,287,243,63,17,0,0,0,0
2620000000,부산광역시,영도구,,55893,20904,14218,10171,7689,2162,539,149,33,18,10
2620053000,부산광역시,영도구,남항동,5305,2287,1310,865,603,175,49,10,3,3,0
2620054000,부산광역시,영도구,영선제1동,1895,628,486,377,279,86,26,8,4,1,0
2620055000,부산광역시,영도구,영선제2동,4162,1375,1118,747,651,187,61,15,3,2,3
2620058500,부산광역시,영도구,신선동,5428,2432,1391,820,546,169,42,22,3,2,1
2620059000,부산광역시,영도구,봉래제1동,3505,1464,809,619,430,129,36,15,2,1,0
